nome,preco,oferta,gramagem,categoria,data_ini,data_fim,date_source,supermarket,tablode_source,marca,produto
Coca-Cola Sem açúcar,9.79,True,2 litros,Bebidas não alcoólicas,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/5a7414e0b7126d35435d7190de44535a937322a3.webp,sem açúcar,coca-cola
Gin Intencion,24.9,True,900ml,Bebidas alcoólicas,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/5a7414e0b7126d35435d7190de44535a937322a3.webp,intencion,gin
Vodka Smirnoff,56.9,True,1.75 litro,Bebidas alcoólicas,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/5a7414e0b7126d35435d7190de44535a937322a3.webp,smirnoff,vodka
Whisky Johnnie Walker Black Label,129.9,True,750ml,Bebidas alcoólicas,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/5a7414e0b7126d35435d7190de44535a937322a3.webp,johnnie walker black label,whisky
Vinhos Chilenos BRM Varietal,,True,,Bebidas alcoólicas,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/5a7414e0b7126d35435d7190de44535a937322a3.webp,chileno,vinhos s brm varietal
Vinho Pérgola Tinto Suave,27.9,True,1 litro,Bebidas alcoólicas,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/5a7414e0b7126d35435d7190de44535a937322a3.webp,pérgola,vinho tinto suave
Cerveja Brahma,3.19,True,350ml,Bebidas alcoólicas,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/5a7414e0b7126d35435d7190de44535a937322a3.webp,brahma,cerveja
Cerveja Spaten,3.19,True,269ml,Bebidas alcoólicas,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/5a7414e0b7126d35435d7190de44535a937322a3.webp,spaten,cerveja
Cerveja Eisenbahn Pilsen,4.29,True,350ml,Bebidas alcoólicas,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/5a7414e0b7126d35435d7190de44535a937322a3.webp,eisenbahn,cerveja pilsen
Cerveja Skol,2.29,True,269ml,Bebidas alcoólicas,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/5a7414e0b7126d35435d7190de44535a937322a3.webp,skol,cerveja
Cerveja Budweiser,4.89,True,330ml,Bebidas alcoólicas,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/5a7414e0b7126d35435d7190de44535a937322a3.webp,budweiser,cerveja
Cerveja Spaten Long neck,4.99,True,355ml,Bebidas alcoólicas,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/5a7414e0b7126d35435d7190de44535a937322a3.webp,spaten,cerveja long neck
Cerveja Heineken Long neck,4.99,True,330ml,Bebidas alcoólicas,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/5a7414e0b7126d35435d7190de44535a937322a3.webp,heineken,cerveja long neck
Creme de Leite Triangulo Mineiro,3.29,,200g,Laticínios,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/80bc67818f00a039d5444090129cabf026f2958d.webp,triangulo mineiro,creme de leite
Leite condensado Triangulo Mineiro,4.79,,395g,Laticínios,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/80bc67818f00a039d5444090129cabf026f2958d.webp,triangulo mineiro,leite condensado
Mistura para Bolo e Gelatina Dr. Oetker,,50% de desconto na 2ª unidade,,Mercearia,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/80bc67818f00a039d5444090129cabf026f2958d.webp,dr. oetker,mistura para bolo e gelatina
Massa com ovos Renata Cortes,3.79,,500g,Massas,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/80bc67818f00a039d5444090129cabf026f2958d.webp,renata cortes,massa com ovos
Molho de tomate Sóle 'e Napule,12.99,,680g,Molhos,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/80bc67818f00a039d5444090129cabf026f2958d.webp,sóle 'e napule,molho de tomate
Molho de tomate Stella D'oro Tradicional,1.49,,300g,Molhos,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/80bc67818f00a039d5444090129cabf026f2958d.webp,stella d'oro,molho de tomate tradicional
Azeite espanhol extravirgem Borges,33.19,,500ml,Óleos e Azeites,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/80bc67818f00a039d5444090129cabf026f2958d.webp,borges,azeite espanhol extravirgem
Ketchup Hellmann's Tradicional,8.69,,380g,Condimentos,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/80bc67818f00a039d5444090129cabf026f2958d.webp,hellmann's,ketchup tradicional
Milho Fugini,2.45,,170g,Enlatados,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/80bc67818f00a039d5444090129cabf026f2958d.webp,fugini,milho
Ervilha Fugini,2.29,,170g,Enlatados,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/80bc67818f00a039d5444090129cabf026f2958d.webp,fugini,ervilha
Açúcar Da Barra Refinado,4.19,,1kg,Mercearia,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/80bc67818f00a039d5444090129cabf026f2958d.webp,da barra,açúcar refinado
Farofas prontas da Yoki,,50% de desconto na 2ª unidade,300g/400g,Farofas,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/80bc67818f00a039d5444090129cabf026f2958d.webp,yoki,farofas prontas da
Cápsulas de café Tres,,Leve 3 Pague 2,,Café,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/80bc67818f00a039d5444090129cabf026f2958d.webp,café,cápsulas de tres
Chás Leão,,50% de desconto na 2ª unidade,,Chá,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/80bc67818f00a039d5444090129cabf026f2958d.webp,leão,chás
Achocolatado em pó Nescau,10.99,,550g,Achocolatados,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/80bc67818f00a039d5444090129cabf026f2958d.webp,nescau,achocolatado em pó
Pipoca para micro-ondas Yoki,,Leve 4 Pague 3,100g,Pipoca,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/80bc67818f00a039d5444090129cabf026f2958d.webp,yoki,pipoca para micro-ondas
Batata Lays,,50% de desconto na 2ª unidade,,Salgadinhos,23/08/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/80bc67818f00a039d5444090129cabf026f2958d.webp,lays,batata
Amendoim Pettiz,,50% de desconto na 2ª unidade,,Petiscos,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/80bc67818f00a039d5444090129cabf026f2958d.webp,pettiz,amendoim
Biscoito Princesa Sortido,18.99,,400g,Biscoitos,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/80bc67818f00a039d5444090129cabf026f2958d.webp,princesa,biscoito sortido
Biscoitos Crocantíssimo,,Leve 3 Pague 2,,Biscoitos,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/80bc67818f00a039d5444090129cabf026f2958d.webp,crocantíssimo,biscoitos
Chocolate Arcor,3.74,Leve 4 Pague 3,80g,Chocolates,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/80bc67818f00a039d5444090129cabf026f2958d.webp,arcor,chocolate
Biscoitos Club Social,,50% de desconto na 2ª unidade,,Biscoitos,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/80bc67818f00a039d5444090129cabf026f2958d.webp,club social,biscoitos
Salsicha Aurora Hot dog,1.09,,100g,Embutidos,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/3b11391720d6ccb495510ac128bc915449c6fb21.webp,aurora,salsicha hot dog
Queijo Polenguinho Tradicional/Light,5.49,,17g,Laticínios,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/3b11391720d6ccb495510ac128bc915449c6fb21.webp,polenguinho,queijo tradicional/light
Queijo muçarela fatiado Aurora,7.99,,150g,Laticínios,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/3b11391720d6ccb495510ac128bc915449c6fb21.webp,aurora,queijo muçarela fatiado
Queijo tipo brie D'Or,9.89,,100g,Laticínios,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/3b11391720d6ccb495510ac128bc915449c6fb21.webp,d'or,queijo tipo brie
Linguiça mista Sadia,6.9,,215g,Embutidos,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/3b11391720d6ccb495510ac128bc915449c6fb21.webp,sadia,linguiça mista
Peito de peru Sadia,4.99,,100g,Frios,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/3b11391720d6ccb495510ac128bc915449c6fb21.webp,sadia,peito de peru
Mortadela Sadia,2.39,,100g,Frios,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/3b11391720d6ccb495510ac128bc915449c6fb21.webp,sadia,mortadela
Manteiga Danone,5.8,50% de desconto na 2ª unidade,200g,Laticínios,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/3b11391720d6ccb495510ac128bc915449c6fb21.webp,danone,manteiga
Requeijão Catupiry,3.8,50% de desconto na 2ª unidade,200g,Laticínios,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/3b11391720d6ccb495510ac128bc915449c6fb21.webp,catupiry,requeijão
Pão de forma Wickbold,11.29,,500g,Padaria,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/3b11391720d6ccb495510ac128bc915449c6fb21.webp,wickbold,pão de forma
Bebida láctea Toddynho,2.57,"Leve 3, pague 2",200ml,Bebidas,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/3b11391720d6ccb495510ac128bc915449c6fb21.webp,toddynho,bebida láctea
Bebida láctea WheyFit,4.49,"Leve 3, pague 2",250ml,Bebidas,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/3b11391720d6ccb495510ac128bc915449c6fb21.webp,wheyfit,bebida láctea
Suco refrigerado Natural One,19.99,,"1,5 litro",Bebidas,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/3b11391720d6ccb495510ac128bc915449c6fb21.webp,natural one,suco refrigerado
Sorvetes Häagen-Dazs,,50% de desconto na 2ª unidade,473ml,Sorvetes,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/3b11391720d6ccb495510ac128bc915449c6fb21.webp,häagen-dazs,sorvetes
Hot Hit Hambúrguer Gourmet,,50% de desconto na 2ª unidade,360g,Congelados,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/3b11391720d6ccb495510ac128bc915449c6fb21.webp,,Hot Hit Hambúrguer Gourmet
Hambúrguer Faroeste e Aurogets,,50% de desconto na 2ª unidade,275g,Congelados,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/3b11391720d6ccb495510ac128bc915449c6fb21.webp,oeste,hambúrguer far e aurogets
Torta de frango Sadia,,50% de desconto na 2ª unidade,500g,Congelados,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/3b11391720d6ccb495510ac128bc915449c6fb21.webp,sadia,torta de frango
Chaveiro Carrefour Classic,16.9,,400g,Produtos Carrefour,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/3b11391720d6ccb495510ac128bc915449c6fb21.webp,carrefour classic,chaveiro
Queijo muçarela de búfala Carrefour Classic,17.39,,150g,Produtos Carrefour,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/3b11391720d6ccb495510ac128bc915449c6fb21.webp,carrefour classic,queijo muçarela de búfala
Batata Carrefour Classic,23.79,,"1,5kg",Produtos Carrefour,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/3b11391720d6ccb495510ac128bc915449c6fb21.webp,carrefour classic,batata
Torta Carrefour,9.69,,260g,Produtos Carrefour,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/3b11391720d6ccb495510ac128bc915449c6fb21.webp,carrefour,torta
Bolo Carrefour,4.89,,200g,Produtos Carrefour,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/3b11391720d6ccb495510ac128bc915449c6fb21.webp,carrefour,bolo
Coxão duro bovino,29.9,True,1 kg,Carne bovina,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/f8744f9f74fed90e03153bb58c2703d256d78aae.webp,bovino,coxão duro
Peito de frango Seara,14.99,True,400g,Carne de frango,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/f8744f9f74fed90e03153bb58c2703d256d78aae.webp,seara,peito de frango
Filezinho de peito de frango Seara,17.99,True,1 kg,Carne de frango,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/f8744f9f74fed90e03153bb58c2703d256d78aae.webp,seara,filezinho de peito de frango
Lombo suíno Sadia,17.99,True,1 kg,Carne suína,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/f8744f9f74fed90e03153bb58c2703d256d78aae.webp,sadia,lombo suíno
Costela,19.99,True,1 kg,Carne suína,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/f8744f9f74fed90e03153bb58c2703d256d78aae.webp,,Costela
Panceta suínas Perdigão,19.99,True,1 kg,Carne suína,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/f8744f9f74fed90e03153bb58c2703d256d78aae.webp,perdigão,panceta suínas
Sardinha inteira,14.9,True,800g,Peixe,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/f8744f9f74fed90e03153bb58c2703d256d78aae.webp,,Sardinha inteira
Posta de cação,15.9,True,500g,Peixe,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/f8744f9f74fed90e03153bb58c2703d256d78aae.webp,,Posta de cação
Pescadinha inteira,17.9,True,1 kg,Peixe,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/f8744f9f74fed90e03153bb58c2703d256d78aae.webp,,Pescadinha inteira
Tilápia vermelha,17.9,True,1 kg,Peixe,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/f8744f9f74fed90e03153bb58c2703d256d78aae.webp,,Tilápia vermelha
Filé de tilápia,22.9,True,400g,Peixe,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/f8744f9f74fed90e03153bb58c2703d256d78aae.webp,,Filé de tilápia
Baguete rústica Carrefour,1.79,True,100g,Padaria,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/f8744f9f74fed90e03153bb58c2703d256d78aae.webp,carrefour,baguete rústica
Sonho Carrefour,3.9,True,1 unidade,Padaria,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/f8744f9f74fed90e03153bb58c2703d256d78aae.webp,carrefour,sonho
Pudim Moça Top,4.99,True,100g,Padaria,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/f8744f9f74fed90e03153bb58c2703d256d78aae.webp,moça top,pudim
Brioche Fabricação Própria,9.9,True,1 unidade,Padaria,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/f8744f9f74fed90e03153bb58c2703d256d78aae.webp,fabricação própria,brioche
Torta Frango/Carne-seca com requeijão,4.99,True,100g,Padaria,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/f8744f9f74fed90e03153bb58c2703d256d78aae.webp,,Torta Frango/Carne-seca com requeijão
Bife ancho bovino Montana,38.9,True,1 kg,Churrasco,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/f8744f9f74fed90e03153bb58c2703d256d78aae.webp,montana,bife ancho bovino
Contrafilé bovino Selection,69.9,True,1 kg,Churrasco,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/f8744f9f74fed90e03153bb58c2703d256d78aae.webp,selection,contrafilé bovino
Linguiça para churrasco,1.59,True,100g,Churrasco,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/f8744f9f74fed90e03153bb58c2703d256d78aae.webp,churrasco,linguiça para
Farofa artesanal Da Terrinha,5.99,True,300g,Acompanhamentos,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/f8744f9f74fed90e03153bb58c2703d256d78aae.webp,da terrinha,farofa artesanal
Pão de alho Carrefour Classic,9.09,True,320g,Acompanhamentos,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/f8744f9f74fed90e03153bb58c2703d256d78aae.webp,carrefour classic,pão de alho
Filé-mignon suíno,17.98,True,1 kg,Carne suína,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/f8744f9f74fed90e03153bb58c2703d256d78aae.webp,,Filé-mignon suíno
Panceta suína,19.98,True,1 kg,Carne suína,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/f8744f9f74fed90e03153bb58c2703d256d78aae.webp,suína,panceta
Costela suína,20.98,True,1 kg,Carne suína,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/f8744f9f74fed90e03153bb58c2703d256d78aae.webp,suína,costela
"Pernil, Lombo",21.98,True,1 kg,Carne suína,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/f8744f9f74fed90e03153bb58c2703d256d78aae.webp,,"Pernil, Lombo"
Copa lombo suíno,21.98,True,1 kg,Carne suína,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/f8744f9f74fed90e03153bb58c2703d256d78aae.webp,,Copa lombo suíno
Picanha suína Seara,23.98,True,1 kg,Carne suína,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/f8744f9f74fed90e03153bb58c2703d256d78aae.webp,seara,picanha suína
Alho,2.49,1.99,100g,Hortifruti,01/10/2024,02/10/2024,2024_10_09,carrefour,imagens_carrefour/d66205f2940175a330c608326fbd1dfc2ce39f60.webp,,Alho
Tilápia Inteira Fresca,13.69,10.95,kg,Peixaria,01/10/2024,02/10/2024,2024_10_09,carrefour,imagens_carrefour/d66205f2940175a330c608326fbd1dfc2ce39f60.webp,fresca,tilápia inteira
Mamão papaia,5.85,4.68,kg,Hortifruti,01/10/2024,02/10/2024,2024_10_09,carrefour,imagens_carrefour/d66205f2940175a330c608326fbd1dfc2ce39f60.webp,,Mamão papaia
Coxão duro bovino,28.9,,kg,Açougue,01/10/2024,02/10/2024,2024_10_09,carrefour,imagens_carrefour/d66205f2940175a330c608326fbd1dfc2ce39f60.webp,bovino,coxão duro
Melancia baby,3.99,3.19,kg,Hortifruti,01/10/2024,02/10/2024,2024_10_09,carrefour,imagens_carrefour/d66205f2940175a330c608326fbd1dfc2ce39f60.webp,baby,melancia
Manga tommy,5.99,4.79,kg,Hortifruti,01/10/2024,02/10/2024,2024_10_09,carrefour,imagens_carrefour/d66205f2940175a330c608326fbd1dfc2ce39f60.webp,,Manga tommy
Melancia pingo doce,5.99,4.79,kg,Hortifruti,01/10/2024,02/10/2024,2024_10_09,carrefour,imagens_carrefour/d66205f2940175a330c608326fbd1dfc2ce39f60.webp,,Melancia pingo doce
Uva niágara,7.99,6.39,500g,Hortifruti,01/10/2024,02/10/2024,2024_10_09,carrefour,imagens_carrefour/d66205f2940175a330c608326fbd1dfc2ce39f60.webp,,Uva niágara
Minitangerina importada,8.99,7.19,700g,Hortifruti,01/10/2024,02/10/2024,2024_10_09,carrefour,imagens_carrefour/d66205f2940175a330c608326fbd1dfc2ce39f60.webp,importada,minitangerina
Uva preta Sabor & Qualidade,9.85,7.88,500g,Hortifruti,01/10/2024,02/10/2024,2024_10_09,carrefour,imagens_carrefour/d66205f2940175a330c608326fbd1dfc2ce39f60.webp,sabor & qualidade,uva preta
Uva vermelha Sabor & Qualidade,9.99,7.99,500g,Hortifruti,01/10/2024,02/10/2024,2024_10_09,carrefour,imagens_carrefour/d66205f2940175a330c608326fbd1dfc2ce39f60.webp,sabor & qualidade,uva vermelha
Abóbora moranga,1.99,1.59,kg,Hortifruti,01/10/2024,02/10/2024,2024_10_09,carrefour,imagens_carrefour/d66205f2940175a330c608326fbd1dfc2ce39f60.webp,mor,abóbora anga
Cenoura,2.69,2.15,kg,Hortifruti,01/10/2024,02/10/2024,2024_10_09,carrefour,imagens_carrefour/d66205f2940175a330c608326fbd1dfc2ce39f60.webp,,Cenoura
Batata doce roxa,3.49,2.79,kg,Hortifruti,01/10/2024,02/10/2024,2024_10_09,carrefour,imagens_carrefour/d66205f2940175a330c608326fbd1dfc2ce39f60.webp,ox,batata doce ra
Sweet milho,7.99,6.39,450g,Mercearia,01/10/2024,02/10/2024,2024_10_09,carrefour,imagens_carrefour/d66205f2940175a330c608326fbd1dfc2ce39f60.webp,,Sweet milho
Repolho liso,1.85,1.48,kg,Hortifruti,01/10/2024,02/10/2024,2024_10_09,carrefour,imagens_carrefour/d66205f2940175a330c608326fbd1dfc2ce39f60.webp,,Repolho liso
Salsa,2.49,1.99,unidade,Hortifruti,01/10/2024,02/10/2024,2024_10_09,carrefour,imagens_carrefour/d66205f2940175a330c608326fbd1dfc2ce39f60.webp,,Salsa
cebolinha,2.49,1.99,unidade,Hortifruti,01/10/2024,02/10/2024,2024_10_09,carrefour,imagens_carrefour/d66205f2940175a330c608326fbd1dfc2ce39f60.webp,,cebolinha
Chuchu,3.75,3.0,kg,Hortifruti,01/10/2024,02/10/2024,2024_10_09,carrefour,imagens_carrefour/d66205f2940175a330c608326fbd1dfc2ce39f60.webp,,Chuchu
Castanha-de-caju Carrefour Torrada/Salgada,15.99,12.79,150g,Mercearia,01/10/2024,02/10/2024,2024_10_09,carrefour,imagens_carrefour/d66205f2940175a330c608326fbd1dfc2ce39f60.webp,carrefour,castanha-de-caju torrada/salgada
Ovo de chocolate Carrefour,4.99,3.99,30 unidades,Páscoa,01/10/2024,02/10/2024,2024_10_09,carrefour,imagens_carrefour/d66205f2940175a330c608326fbd1dfc2ce39f60.webp,carrefour,ovo de chocolate
Melão,4.99,3.99,kg,Hortifruti,01/10/2024,02/10/2024,2024_10_09,carrefour,imagens_carrefour/d66205f2940175a330c608326fbd1dfc2ce39f60.webp,,Melão
Melão pele-de-sapo,5.99,4.79,kg,Hortifruti,01/10/2024,02/10/2024,2024_10_09,carrefour,imagens_carrefour/d66205f2940175a330c608326fbd1dfc2ce39f60.webp,,Melão pele-de-sapo
Melão Gália,7.99,6.39,kg,Hortifruti,01/10/2024,02/10/2024,2024_10_09,carrefour,imagens_carrefour/d66205f2940175a330c608326fbd1dfc2ce39f60.webp,,Melão Gália
Melão redinha Famosa,9.99,7.99,kg,Hortifruti,01/10/2024,02/10/2024,2024_10_09,carrefour,imagens_carrefour/d66205f2940175a330c608326fbd1dfc2ce39f60.webp,famosa,melão redinha
Fralda Babysec Shortinho,,50% desconto na 2ª unidade,,Fraldas,13/09/2024,26/09/2024,2024_10_09,carrefour,imagens_carrefour/4ba542d91fd302dcd2bd2bd2c0927570a6bce3c0.webp,babysec,fralda shortinho
Fralda Babysec Ultra Hiper,68.39,50% desconto na 2ª unidade,,Fraldas,13/09/2024,26/09/2024,2024_10_09,carrefour,imagens_carrefour/4ba542d91fd302dcd2bd2bd2c0927570a6bce3c0.webp,babysec,fralda ultra hiper
Fralda Turma da Mônica Baby Giga,88.49,Leve 3 pague 2,,Fraldas,13/09/2024,26/09/2024,2024_10_09,carrefour,imagens_carrefour/4ba542d91fd302dcd2bd2bd2c0927570a6bce3c0.webp,turma da mônica,fralda baby giga
Linha de Higiene Infantil Pom Pom,,25% desconto,,Higiene Infantil,13/09/2024,26/09/2024,2024_10_09,carrefour,imagens_carrefour/4ba542d91fd302dcd2bd2bd2c0927570a6bce3c0.webp,pom pom,linha de higiene infantil
Fralda Pom Pom Derma Care Mega,56.9,50% desconto na 2ª unidade,,Fraldas,13/09/2024,26/09/2024,2024_10_09,carrefour,imagens_carrefour/4ba542d91fd302dcd2bd2bd2c0927570a6bce3c0.webp,pom pom derma,fralda care mega
Linha Pampers Boticário,,20% desconto,,Higiene Infantil,13/09/2024,26/09/2024,2024_10_09,carrefour,imagens_carrefour/4ba542d91fd302dcd2bd2bd2c0927570a6bce3c0.webp,pampers boticário,linha
Lenço umedecido Pampers Aqua Vera/ Splash,30.99,Leve 4 Pague 3,,Higiene Infantil,13/09/2024,26/09/2024,2024_10_09,carrefour,imagens_carrefour/4ba542d91fd302dcd2bd2bd2c0927570a6bce3c0.webp,pampers,lenço umedecido aqua vera/ splash
Fralda Pampers Pants Hiper,101.49,20% desconto,,Fraldas,13/09/2024,26/09/2024,2024_10_09,carrefour,imagens_carrefour/4ba542d91fd302dcd2bd2bd2c0927570a6bce3c0.webp,pampers,fralda pants hiper
Fralda Pampers Supersec Jumbo,122.49,20% desconto,,Fraldas,13/09/2024,26/09/2024,2024_10_09,carrefour,imagens_carrefour/4ba542d91fd302dcd2bd2bd2c0927570a6bce3c0.webp,pampers supersec,fralda jumbo
Iogurtes líquidos Nestlé,,Leve 4 Pague 3,170g,Iogurte,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/73744e7a61bc019ba5b7dc908fd9aa7853e66691.webp,nestlé,iogurtes líquidos
Ninho,,Leve 4 Pague 3,170g,Iogurte,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/73744e7a61bc019ba5b7dc908fd9aa7853e66691.webp,ninho,
"Iogurte Nesfit, Zero",,Leve 4 Pague 3,170g,Iogurte,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/73744e7a61bc019ba5b7dc908fd9aa7853e66691.webp,,"Iogurte Nesfit, Zero"
"Chamyto, Ninho",,Leve 5 Pague 4,100g,Iogurte,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/73744e7a61bc019ba5b7dc908fd9aa7853e66691.webp,chamyto,", ninho"
Chambinho,,Leve 5 Pague 4,100g,Iogurte,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/73744e7a61bc019ba5b7dc908fd9aa7853e66691.webp,chambinho,
Iogurte natural Nestlé,2.1,Leve 4 Pague 3,160g/170g,Iogurte,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/73744e7a61bc019ba5b7dc908fd9aa7853e66691.webp,nestlé,iogurte natural
Iogurte grego Nestlé,1.94,Leve 4 Pague 3,90g,Iogurte,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/73744e7a61bc019ba5b7dc908fd9aa7853e66691.webp,nestlé,iogurte grego
Iogurte líquido Nestlé,7.25,50% de desconto na 2ª unidade,"1,25kg",Iogurte,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/73744e7a61bc019ba5b7dc908fd9aa7853e66691.webp,nestlé,iogurte líquido
Sobremesa Chandelle,8.1,50% de desconto na 2ª unidade,720g,Sobremesa,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/73744e7a61bc019ba5b7dc908fd9aa7853e66691.webp,chandelle,sobremesa
Iogurte líquido Yopro,,Leve 4 Pague 3,160g,Iogurte,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/73744e7a61bc019ba5b7dc908fd9aa7853e66691.webp,yopro,iogurte líquido
Iogurte Danone sem lactose,,Leve 3 Pague 2,220g,Iogurte,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/73744e7a61bc019ba5b7dc908fd9aa7853e66691.webp,danone,iogurte sem lactose
Iogurte Danone Zero,,Leve 3 Pague 2,160g,Iogurte,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/73744e7a61bc019ba5b7dc908fd9aa7853e66691.webp,danone,iogurte zero
