nome,preco,oferta,gramagem,categoria,data_ini,data_fim,date_source,supermarket,tablode_source
Batata palito congelada Chic Bem Brasil,22.5,,2kg,Congelados,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/e9cb41fe2f935e38e1079d7b3e07d1a8f244f658.webp
Margarina com ou sem sal Qualy,7.95,True,500g,Laticínios,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/ac4381cca09056efa3efb012a866adee8b4eb2c1.webp
Pizza Sadia Sabores,16.9,True,460g,Congelados,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/ac4381cca09056efa3efb012a866adee8b4eb2c1.webp
Filezinho Sassami de Frango Congelado Sadia,19.5,True,1kg,Carnes,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/ac4381cca09056efa3efb012a866adee8b4eb2c1.webp
Coxa e Sobrecoxa de Frango Congeladas Sadia,10.49,True,1kg,Carnes,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/ac4381cca09056efa3efb012a866adee8b4eb2c1.webp
Molho para Salada Liza Sabores,8.95,True,234ml,Condimentos,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/ac4381cca09056efa3efb012a866adee8b4eb2c1.webp
Molho de Tomate Tradicional Pomarola,2.99,True,300g,Condimentos,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/ac4381cca09056efa3efb012a866adee8b4eb2c1.webp
Extrato de Tomate Elefante,14.9,True,"1,04kg",Condimentos,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/ac4381cca09056efa3efb012a866adee8b4eb2c1.webp
Maionese Tradicional Liza,5.99,True,450g,Condimentos,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/ac4381cca09056efa3efb012a866adee8b4eb2c1.webp
Limpeza Pesada Alta Performance UAU,7.99,True,500ml,Limpeza,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/ac4381cca09056efa3efb012a866adee8b4eb2c1.webp
Lava-Roupas Líquido UAU,27.99,True,3L,Limpeza,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/ac4381cca09056efa3efb012a866adee8b4eb2c1.webp
Limpador Perfumado Rosas e Sedução UAU,6.19,True,500ml,Limpeza,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/ac4381cca09056efa3efb012a866adee8b4eb2c1.webp
Desinfetante Pinho Trop Fragrâncias,3.59,True,500ml,Limpeza,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/ac4381cca09056efa3efb012a866adee8b4eb2c1.webp
Sobremesa Danette Sabores,2.29,True,90g,Laticínios,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/ac4381cca09056efa3efb012a866adee8b4eb2c1.webp
Leite Fermentado Sabor Morango ou Ameixa Activia,11.9,True,1000ml,Laticínios,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/ac4381cca09056efa3efb012a866adee8b4eb2c1.webp
Iogurte Grego Danone Sabores,2.69,True,100g,Laticínios,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/ac4381cca09056efa3efb012a866adee8b4eb2c1.webp
Requeijão Cremoso Tradicional Danone,5.99,True,200g,Laticínios,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/ac4381cca09056efa3efb012a866adee8b4eb2c1.webp
Saco para Lixo Neutralizador de Odores Embalixo,12.9,True,60L,Limpeza,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/ac4381cca09056efa3efb012a866adee8b4eb2c1.webp
Kit Lixo Reforçado Lavanda Embalixo,39.9,True,50L,Limpeza,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/ac4381cca09056efa3efb012a866adee8b4eb2c1.webp
Saco para Lixo Super Econômico Embalixo,5.99,True,30L,Limpeza,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/ac4381cca09056efa3efb012a866adee8b4eb2c1.webp
Saco para Freezer ou Micro-ondas Embalixo,5.59,True,100 unidades,Utilidades Domésticas,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/ac4381cca09056efa3efb012a866adee8b4eb2c1.webp
Pastilha Tic Tac Sabores,1.99,True,"14,5g",Doces,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/ac4381cca09056efa3efb012a866adee8b4eb2c1.webp
Biscoito Wafer Kinder,3.39,True,39g,Biscoitos,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/ac4381cca09056efa3efb012a866adee8b4eb2c1.webp
Creme de Avelã Nutella,20.9,True,350g,Doces,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/ac4381cca09056efa3efb012a866adee8b4eb2c1.webp
Chocolate Kinder Joy Sabores,6.79,True,20g,Doces,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/ac4381cca09056efa3efb012a866adee8b4eb2c1.webp
Leite em pó integral Dulett,13.99,True,400g,Laticínios,19/09/2024,22/09/2024,2024_10_09,assai,imagens_assai/aba8e3454b0f32339e79eb9f775ea78a59f2b61e.webp
Costela suína congelada Frimesa,19.89,True,1kg,Carnes,19/09/2024,22/09/2024,2024_10_09,assai,imagens_assai/aba8e3454b0f32339e79eb9f775ea78a59f2b61e.webp
Arroz tipo 1 Di Felicia,5.59,True,1kg,Grãos,19/09/2024,22/09/2024,2024_10_09,assai,imagens_assai/aba8e3454b0f32339e79eb9f775ea78a59f2b61e.webp
Azeite extra virgem clássico Nova Oliva,29.9,True,500ml,Óleos e azeites,19/09/2024,22/09/2024,2024_10_09,assai,imagens_assai/aba8e3454b0f32339e79eb9f775ea78a59f2b61e.webp
Feijão carioca Sinha,5.49,True,1kg,Grãos,19/09/2024,22/09/2024,2024_10_09,assai,imagens_assai/aba8e3454b0f32339e79eb9f775ea78a59f2b61e.webp
Café torrado e moído tradicional 3 Corações,10.49,True,250g,Café,19/09/2024,22/09/2024,2024_10_09,assai,imagens_assai/aba8e3454b0f32339e79eb9f775ea78a59f2b61e.webp
Catchup Tambau,1.69,True,190g,Condimentos,19/09/2024,22/09/2024,2024_10_09,assai,imagens_assai/aba8e3454b0f32339e79eb9f775ea78a59f2b61e.webp
Coxas e sobrecoxas de frango com dorso congeladas Guibon,7.29,True,1kg,Carnes,19/09/2024,22/09/2024,2024_10_09,assai,imagens_assai/aba8e3454b0f32339e79eb9f775ea78a59f2b61e.webp
Leite condensado semidesnatado Sabe,4.79,True,395g,Laticínios,19/09/2024,22/09/2024,2024_10_09,assai,imagens_assai/aba8e3454b0f32339e79eb9f775ea78a59f2b61e.webp
Biscoito cream cracker Petyan,3.29,True,350g,Biscoitos,19/09/2024,22/09/2024,2024_10_09,assai,imagens_assai/aba8e3454b0f32339e79eb9f775ea78a59f2b61e.webp
Creme de leite Leve Danare,2.49,True,200g,Laticínios,19/09/2024,22/09/2024,2024_10_09,assai,imagens_assai/aba8e3454b0f32339e79eb9f775ea78a59f2b61e.webp
Lava-roupas líquido Blue Brilhant,7.59,True,1L,Limpeza,19/09/2024,22/09/2024,2024_10_09,assai,imagens_assai/aba8e3454b0f32339e79eb9f775ea78a59f2b61e.webp
Lava roupas em pó Marilux,1.29,True,500g,Limpeza,19/09/2024,22/09/2024,2024_10_09,assai,imagens_assai/aba8e3454b0f32339e79eb9f775ea78a59f2b61e.webp
Fralda descartável Sapekinha Mega,27.9,True,30 unidades,Higiene,19/09/2024,22/09/2024,2024_10_09,assai,imagens_assai/aba8e3454b0f32339e79eb9f775ea78a59f2b61e.webp
Cerveja pilsen Itaipava,2.19,True,350ml,Bebidas alcoólicas,19/09/2024,22/09/2024,2024_10_09,assai,imagens_assai/aba8e3454b0f32339e79eb9f775ea78a59f2b61e.webp
Cerveja puro malte Devassa,2.25,True,269ml,Bebidas alcoólicas,19/09/2024,22/09/2024,2024_10_09,assai,imagens_assai/aba8e3454b0f32339e79eb9f775ea78a59f2b61e.webp
Bebida energy drink Tropical Bull,13.59,True,2L,Bebidas,19/09/2024,22/09/2024,2024_10_09,assai,imagens_assai/aba8e3454b0f32339e79eb9f775ea78a59f2b61e.webp
Coxão mole bovino congelado Friboi,33.9,True,1kg,Carnes,19/09/2024,22/09/2024,2024_10_09,assai,imagens_assai/aba8e3454b0f32339e79eb9f775ea78a59f2b61e.webp
Maminha bovina congelada Friboi,34.9,True,1kg,Carnes,19/09/2024,22/09/2024,2024_10_09,assai,imagens_assai/aba8e3454b0f32339e79eb9f775ea78a59f2b61e.webp
Picanha bovina congelada Maturatta,65.9,True,1kg,Carnes,19/09/2024,22/09/2024,2024_10_09,assai,imagens_assai/aba8e3454b0f32339e79eb9f775ea78a59f2b61e.webp
Laranja-pera,21.9,,2000g,Frutas,2024-03-02,2024-03-07,2024_10_09,assai,imagens_assai/campanha_24276_pagina_2_c0e56eac7d.webp
Chocolate em pó Qualitá,49.9,,2kg,Mercearia,2024-03-02,2024-03-07,2024_10_09,assai,imagens_assai/campanha_24276_pagina_2_c0e56eac7d.webp
Chocolate para cobertura confeiteiro,19.9,,1.01kg,Mercearia,2024-03-02,2024-03-07,2024_10_09,assai,imagens_assai/campanha_24276_pagina_2_c0e56eac7d.webp
Margarina 50% de gordura Amélia,89.0,,15kg,Laticínios,2024-03-02,2024-03-07,2024_10_09,assai,imagens_assai/campanha_24276_pagina_2_c0e56eac7d.webp
Ketchup ou mostarda Cepêra,17.9,,1kg,Condimentos,2024-03-02,2024-03-07,2024_10_09,assai,imagens_assai/campanha_24276_pagina_2_c0e56eac7d.webp
Tomate triturado Elefante,9.9,,520g,Mercearia,2024-03-02,2024-03-07,2024_10_09,assai,imagens_assai/campanha_24276_pagina_2_c0e56eac7d.webp
Café tradicional Qualitá,16.99,"{'preco': 17.99, 'quantidade_minima': 3}",500g,Bebidas,2024-03-02,2024-03-07,2024_10_09,assai,imagens_assai/campanha_24276_pagina_2_c0e56eac7d.webp
Leite em pó Piracanjuba,13.29,"{'preco': 13.99, 'quantidade_minima': 3}",400g,Laticínios,2024-03-02,2024-03-07,2024_10_09,assai,imagens_assai/campanha_24276_pagina_2_c0e56eac7d.webp
Bombom especialidades Nestlé,10.49,"{'preco': 11.49, 'quantidade_minima': 3}",251g,Doces,2024-03-02,2024-03-07,2024_10_09,assai,imagens_assai/campanha_24276_pagina_2_c0e56eac7d.webp
Biscoito recheado Trakinas,1.89,"{'preco': 2.19, 'quantidade_minima': 3}",126g,Biscoitos,2024-03-02,2024-03-07,2024_10_09,assai,imagens_assai/campanha_24276_pagina_2_c0e56eac7d.webp
Mistura de creme de leite Mococa,1.79,"{'preco': 1.99, 'quantidade_minima': 3}",200g,Laticínios,2024-03-02,2024-03-07,2024_10_09,assai,imagens_assai/campanha_24276_pagina_2_c0e56eac7d.webp
Maionese Hellmann's,8.99,,500g,Condimentos,2024-03-02,2024-03-07,2024_10_09,assai,imagens_assai/campanha_24276_pagina_2_c0e56eac7d.webp
Milho-verde Salsaretti,2.39,"{'preco': 2.79, 'quantidade_minima': 3}",200g,Conservas,2024-03-02,2024-03-07,2024_10_09,assai,imagens_assai/campanha_24276_pagina_2_c0e56eac7d.webp
Molho de tomate Salsaretti,1.25,"{'preco': 1.69, 'quantidade_minima': 3}",340g,Molhos,2024-03-02,2024-03-07,2024_10_09,assai,imagens_assai/campanha_24276_pagina_2_c0e56eac7d.webp
Biscoito cream cracker ou água e sal Vitarella,3.99,"{'preco': 4.49, 'quantidade_minima': 3}",400g,Biscoitos,2024-03-02,2024-03-07,2024_10_09,assai,imagens_assai/campanha_24276_pagina_2_c0e56eac7d.webp
Macarrão com ovos Adria,2.69,"{'preco': 2.99, 'quantidade_minima': 3}",500g,Massas,2024-03-02,2024-03-07,2024_10_09,assai,imagens_assai/campanha_24276_pagina_2_c0e56eac7d.webp
Lava roupas em pó Brilhante,6.79,"{'preco': 7.19, 'quantidade_minima': 3}",800g,Limpeza,2024-03-02,2024-03-07,2024_10_09,assai,imagens_assai/campanha_24276_pagina_2_c0e56eac7d.webp
Amaciante concentrado Mon Bijou,6.39,"{'preco': 6.89, 'quantidade_minima': 3}",500ml,Limpeza,2024-03-02,2024-03-07,2024_10_09,assai,imagens_assai/campanha_24276_pagina_2_c0e56eac7d.webp
Detergente líquido Limpol,1.79,"{'preco': 1.89, 'quantidade_minima': 3}",500ml,Limpeza,2024-03-02,2024-03-07,2024_10_09,assai,imagens_assai/campanha_24276_pagina_2_c0e56eac7d.webp
Água sanitária Brilhante,1.65,"{'preco': 1.89, 'quantidade_minima': 3}",1L,Limpeza,2024-03-02,2024-03-07,2024_10_09,assai,imagens_assai/campanha_24276_pagina_2_c0e56eac7d.webp
Papel higiênico neutro Mili,4.79,"{'preco': 5.09, 'quantidade_minima': 14}",4 unidades,Higiene,2024-03-02,2024-03-07,2024_10_09,assai,imagens_assai/campanha_24276_pagina_2_c0e56eac7d.webp
Esponja multiuso Esfrebom,3.99,"{'preco': 4.49, 'quantidade_minima': 3}",4 unidades,Limpeza,2024-03-02,2024-03-07,2024_10_09,assai,imagens_assai/campanha_24276_pagina_2_c0e56eac7d.webp
Saco preto para lixo super econômico,5.99,,50 unidades,Limpeza,2024-03-02,2024-03-07,2024_10_09,assai,imagens_assai/campanha_24276_pagina_2_c0e56eac7d.webp
Lixeira basculante Jaguar,9.9,,1 unidade,Utensílios domésticos,2024-03-02,2024-03-07,2024_10_09,assai,imagens_assai/campanha_24276_pagina_2_c0e56eac7d.webp
Caixa oitavada para pizza,21.9,,25 unidades,Embalagens,2024-03-02,2024-03-07,2024_10_09,assai,imagens_assai/campanha_24276_pagina_2_c0e56eac7d.webp
Álcool em gel Zupp,69.9,,5L,Higiene,2024-03-02,2024-03-07,2024_10_09,assai,imagens_assai/campanha_24276_pagina_2_c0e56eac7d.webp
FRANGO CONG MAROMBI CARCACA,10.45,MELHOR NEGÓCIO,1KG,Carnes,26/08/2024,29/09/2024,2024_10_09,assai,imagens_assai/3_f524ff5ffb.webp
FRANGO A PASSARINHO CONGELADO SEARA,10.79,,1KG,Carnes,26/08/2024,29/09/2024,2024_10_09,assai,imagens_assai/3_f524ff5ffb.webp
LINGUICA TIPO CALABRESA DEFUMADA SEARA,59.9,,2.5KG,Embutidos,26/08/2024,29/09/2024,2024_10_09,assai,imagens_assai/3_f524ff5ffb.webp
LINGUICA SUINA CONGELADA PERDIGAO,73.9,,5KG,Embutidos,26/08/2024,29/09/2024,2024_10_09,assai,imagens_assai/3_f524ff5ffb.webp
BACON EXTRAPALETA NUTRIBRAS,21.5,,1KG,Embutidos,26/08/2024,29/09/2024,2024_10_09,assai,imagens_assai/3_f524ff5ffb.webp
PRESUNTO COZIDO NUTRIBRAS,19.9,,1KG,Frios,26/08/2024,29/09/2024,2024_10_09,assai,imagens_assai/3_f524ff5ffb.webp
FILE MIGNON SUINO CONGELADO MISTER PIG,18.9,,1KG,Carnes,26/08/2024,29/09/2024,2024_10_09,assai,imagens_assai/3_f524ff5ffb.webp
CHADDAR PONTA DE AGULHA RIOMAR,18.49,,500G,Laticínios,26/08/2024,29/09/2024,2024_10_09,assai,imagens_assai/3_f524ff5ffb.webp
FILE DE PEITO CONGELADO AURORA,44.9,,800G,Carnes,26/08/2024,29/09/2024,2024_10_09,assai,imagens_assai/3_f524ff5ffb.webp
IOGURTE POLPA 3 SABORES NINHO NESTLE,7.7,24% OFF,540G,Laticínios,26/08/2024,29/09/2024,2024_10_09,assai,imagens_assai/3_f524ff5ffb.webp
LEITE FERMENTADO BOB ESPONJA SABORES,4.66,14% OFF,480G,Laticínios,26/08/2024,29/09/2024,2024_10_09,assai,imagens_assai/3_f524ff5ffb.webp
IOGURTE LIQUIDO BATAVO SABORES,9.78,15% OFF,1.15KG,Laticínios,26/08/2024,29/09/2024,2024_10_09,assai,imagens_assai/3_f524ff5ffb.webp
SUCO DE LARANJA INTEGRAL PRAT'S,12.37,11% OFF,900ML,Bebidas,26/08/2024,29/09/2024,2024_10_09,assai,imagens_assai/3_f524ff5ffb.webp
ACAI CREMOSO BONECO DE NEVE,25.34,11% OFF,1L,Alimentos,26/08/2024,29/09/2024,2024_10_09,assai,imagens_assai/3_f524ff5ffb.webp
BATATA PALITO PRE-FRITA CONGELADA AURORA,28.9,,2KG,Congelados,26/08/2024,29/09/2024,2024_10_09,assai,imagens_assai/3_f524ff5ffb.webp
MARGARINA CREMOSA COM SAL DELINE,37.9,,3KG,Laticínios,26/08/2024,29/09/2024,2024_10_09,assai,imagens_assai/3_f524ff5ffb.webp
PAO DE QUEIJO GOIANO,17.9,,1KG,Padaria,26/08/2024,29/09/2024,2024_10_09,assai,imagens_assai/3_f524ff5ffb.webp
EMPANADOS DE FRANGO CONGELADOS NUGGETS SADIA,16.9,,700G,Congelados,26/08/2024,29/09/2024,2024_10_09,assai,imagens_assai/3_f524ff5ffb.webp
STEAK DE FRANGO EMPANADO REZENDE,1.49,,100G,Congelados,26/08/2024,29/09/2024,2024_10_09,assai,imagens_assai/3_f524ff5ffb.webp
REQUEIJAO CREMOSO TRADICIONAL NESTLE,9.99,,200G,Laticínios,26/08/2024,29/09/2024,2024_10_09,assai,imagens_assai/3_f524ff5ffb.webp
QUEIJO TIPO MUSSARELA TRADICIONAL PRESIDENT,16.9,,300G,Laticínios,26/08/2024,29/09/2024,2024_10_09,assai,imagens_assai/3_f524ff5ffb.webp
MANTEIGA COMUM COM SAL DONA ISABEL,21.79,,500G,Laticínios,26/08/2024,29/09/2024,2024_10_09,assai,imagens_assai/3_f524ff5ffb.webp
SOBRECOXAS DE FRANGO CONGELADAS SADIA,11.49,MELHOR NEGÓCIO,1KG,Carnes,26/08/2024,29/09/2024,2024_10_09,assai,imagens_assai/3_f524ff5ffb.webp
ALFACE-CRESPA OU COUVE-MANTEIGA,0.79,False,1 unidade,Vegetais,2024-09-25,2024-09-26,2024_10_09,assai,imagens_assai/campanha_25090_cluster_226_pagina_1_f8a1a8bc47.webp
ABÓBORA JAPONESA,1.89,False,1 quilo,Vegetais,2024-09-25,2024-09-26,2024_10_09,assai,imagens_assai/campanha_25090_cluster_226_pagina_1_f8a1a8bc47.webp
REPOLHO-VERDE,1.95,False,1 quilo,Vegetais,2024-09-25,2024-09-26,2024_10_09,assai,imagens_assai/campanha_25090_cluster_226_pagina_1_f8a1a8bc47.webp
ABOBRINHA ITALIANA,1.99,False,1 quilo,Vegetais,2024-09-25,2024-09-26,2024_10_09,assai,imagens_assai/campanha_25090_cluster_226_pagina_1_f8a1a8bc47.webp
BETERRABA,2.99,False,1 quilo,Vegetais,2024-09-25,2024-09-26,2024_10_09,assai,imagens_assai/campanha_25090_cluster_226_pagina_1_f8a1a8bc47.webp
MANGA-TOMMY,3.79,False,1 quilo,Frutas,2024-09-25,2024-09-26,2024_10_09,assai,imagens_assai/campanha_25090_cluster_226_pagina_1_f8a1a8bc47.webp
MANDIOCA DESCASCADA AMARELA,3.95,False,700g,Vegetais,2024-09-25,2024-09-26,2024_10_09,assai,imagens_assai/campanha_25090_cluster_226_pagina_1_f8a1a8bc47.webp
BRÓCOLIS-NINJA,4.89,False,1 unidade,Vegetais,2024-09-25,2024-09-26,2024_10_09,assai,imagens_assai/campanha_25090_cluster_226_pagina_1_f8a1a8bc47.webp
UVA SEM SEMENTES THOMPSON,6.99,True,500g,Frutas,2024-09-25,2024-09-26,2024_10_09,assai,imagens_assai/campanha_25090_cluster_226_pagina_1_f8a1a8bc47.webp
MANGA-PALMER,4.79,False,1 quilo,Frutas,2024-09-25,2024-09-26,2024_10_09,assai,imagens_assai/campanha_25090_cluster_226_pagina_1_f8a1a8bc47.webp
MAMÃO-PAPAIA,5.79,False,1 quilo,Frutas,2024-09-25,2024-09-26,2024_10_09,assai,imagens_assai/campanha_25090_cluster_226_pagina_1_f8a1a8bc47.webp
MARACUJÁ-AZEDO,7.99,False,1 quilo,Frutas,2024-09-25,2024-09-26,2024_10_09,assai,imagens_assai/campanha_25090_cluster_226_pagina_1_f8a1a8bc47.webp
UVA VITÓRIA MIMO SELEÇÃO,5.99,False,500g,Frutas,2024-09-25,2024-09-26,2024_10_09,assai,imagens_assai/campanha_25090_cluster_226_pagina_1_f8a1a8bc47.webp
BATATA LAVADA,5.99,False,1 quilo,Vegetais,2024-09-25,2024-09-26,2024_10_09,assai,imagens_assai/campanha_25090_cluster_226_pagina_1_f8a1a8bc47.webp
OVOS VERMELHOS HAPPY EGGS,9.9,False,20 unidades,Mercearia,2024-09-25,2024-09-26,2024_10_09,assai,imagens_assai/campanha_25090_cluster_226_pagina_1_f8a1a8bc47.webp
KIWI,9.95,False,500g,Frutas,2024-09-25,2024-09-26,2024_10_09,assai,imagens_assai/campanha_25090_cluster_226_pagina_1_f8a1a8bc47.webp
Óleo misto de soja e oliva Santa Isabel,9.9,True,500ml,Óleos,2024-03-09,2024-03-15,2024_10_09,assai,imagens_assai/dae921f389cbad85cc065c0324b52a2500c7ddd4.webp
Sardinha em óleo ou molho de tomate Palmeira,3.49,True,125g,Enlatados,2024-03-09,2024-03-15,2024_10_09,assai,imagens_assai/dae921f389cbad85cc065c0324b52a2500c7ddd4.webp
Biscoito rosquinha Vitarella sabores,3.99,True,400g,Biscoitos,2024-03-09,2024-03-15,2024_10_09,assai,imagens_assai/dae921f389cbad85cc065c0324b52a2500c7ddd4.webp
Biscoito Choco Biscuit Bauducco sabores,4.99,True,80g,Biscoitos,2024-03-09,2024-03-15,2024_10_09,assai,imagens_assai/dae921f389cbad85cc065c0324b52a2500c7ddd4.webp
Biscoito amanteigado Vitarella sabores,1.39,True,120g,Biscoitos,2024-03-09,2024-03-15,2024_10_09,assai,imagens_assai/dae921f389cbad85cc065c0324b52a2500c7ddd4.webp
Achocolatado em pó Chocolatto 3 corações,8.99,True,400g,Bebidas,2024-03-09,2024-03-15,2024_10_09,assai,imagens_assai/dae921f389cbad85cc065c0324b52a2500c7ddd4.webp
Cápsulas de café 3 corações,17.9,True,10 unidades,Café,2024-03-09,2024-03-15,2024_10_09,assai,imagens_assai/dae921f389cbad85cc065c0324b52a2500c7ddd4.webp
Café solúvel Nescafé Classic,2.89,True,50g,Café,2024-03-09,2024-03-15,2024_10_09,assai,imagens_assai/dae921f389cbad85cc065c0324b52a2500c7ddd4.webp
Azeite de oliva extra virgem Borges,36.9,True,500ml,Óleos,2024-03-09,2024-03-15,2024_10_09,assai,imagens_assai/dae921f389cbad85cc065c0324b52a2500c7ddd4.webp
Biscoito passatempo nestlé sabores,2.29,True,130g,Biscoitos,2024-03-09,2024-03-15,2024_10_09,assai,imagens_assai/dae921f389cbad85cc065c0324b52a2500c7ddd4.webp
Molho de tomate tradicional Stella D'oro,0.95,True,340g,Molhos,2024-03-09,2024-03-15,2024_10_09,assai,imagens_assai/dae921f389cbad85cc065c0324b52a2500c7ddd4.webp
Ketchup Heinz,11.99,True,397g,Molhos,2024-03-09,2024-03-15,2024_10_09,assai,imagens_assai/dae921f389cbad85cc065c0324b52a2500c7ddd4.webp
Maionese Hellmann's,14.99,True,500g,Molhos,2024-03-09,2024-03-15,2024_10_09,assai,imagens_assai/dae921f389cbad85cc065c0324b52a2500c7ddd4.webp
Mingau de maizena cremogema,3.49,True,180g,Cereais,2024-03-09,2024-03-15,2024_10_09,assai,imagens_assai/dae921f389cbad85cc065c0324b52a2500c7ddd4.webp
Farofa de mandioca temperada Apti,3.99,True,250g,Farofas,2024-03-09,2024-03-15,2024_10_09,assai,imagens_assai/dae921f389cbad85cc065c0324b52a2500c7ddd4.webp
Paçoca em bolha Paçoquita Santa Helena,6.99,True,150g,Doces,2024-03-09,2024-03-15,2024_10_09,assai,imagens_assai/dae921f389cbad85cc065c0324b52a2500c7ddd4.webp
Amendoim tipo japonês Dori,8.99,True,500g,Snacks,2024-03-09,2024-03-15,2024_10_09,assai,imagens_assai/dae921f389cbad85cc065c0324b52a2500c7ddd4.webp
Marshmallows Fini sabores,9.49,True,250g,Doces,2024-03-09,2024-03-15,2024_10_09,assai,imagens_assai/dae921f389cbad85cc065c0324b52a2500c7ddd4.webp
Chocolate Bis Lacta,4.99,True,126g,Chocolates,2024-03-09,2024-03-15,2024_10_09,assai,imagens_assai/dae921f389cbad85cc065c0324b52a2500c7ddd4.webp
Chocolate Hershey's mais trufado sabores,10.99,True,102g,Chocolates,2024-03-09,2024-03-15,2024_10_09,assai,imagens_assai/dae921f389cbad85cc065c0324b52a2500c7ddd4.webp
Aveia em flocos Yoki,2.59,True,170g,Cereais,2024-03-09,2024-03-15,2024_10_09,assai,imagens_assai/dae921f389cbad85cc065c0324b52a2500c7ddd4.webp
Adoçante líquido Assugrin,2.99,True,100ml,Adoçantes,2024-03-09,2024-03-15,2024_10_09,assai,imagens_assai/dae921f389cbad85cc065c0324b52a2500c7ddd4.webp
Chocolate Snickers,2.95,True,52.7g,Chocolates,2024-03-09,2024-03-15,2024_10_09,assai,imagens_assai/dae921f389cbad85cc065c0324b52a2500c7ddd4.webp
Pipoca para micro-ondas Yoki sabores,3.89,True,100g,Snacks,2024-03-09,2024-03-15,2024_10_09,assai,imagens_assai/dae921f389cbad85cc065c0324b52a2500c7ddd4.webp
Milho verde ou ervilha Stella D'oro,2.29,True,170g,Enlatados,2024-03-09,2024-03-15,2024_10_09,assai,imagens_assai/dae921f389cbad85cc065c0324b52a2500c7ddd4.webp
OVO BRANCO GRANDE,26.9,True,5 dúzias,Alimentos,23/09/2024,24/09/2024,2024_10_09,assai,imagens_assai/campanha_24932_pagina_1_ec03644c68.webp
CERVEJA DUPLO MALTE BRAHMA,1.99,True,269ml,Bebidas,23/09/2024,24/09/2024,2024_10_09,assai,imagens_assai/campanha_24932_pagina_1_ec03644c68.webp
Veja Multi-uso,11.9,SBP,500ml,Limpeza,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/9a05e159f50cb98860f29209f7834e0d922a1a88.webp
Inseticida Aerossol Ação Total Detefon,8.49,,300ml,Inseticida,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/9a05e159f50cb98860f29209f7834e0d922a1a88.webp
Limpador Desengordurante Veja Fragrâncias,10.9,,500ml,Limpeza,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/9a05e159f50cb98860f29209f7834e0d922a1a88.webp
Desodorizador Aerossol Bom Ar Fragrâncias,6.29,,360ml,Ambientador,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/9a05e159f50cb98860f29209f7834e0d922a1a88.webp
Limpador Perfumado Aroma Sense Veja,6.89,,500ml,Limpeza,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/9a05e159f50cb98860f29209f7834e0d922a1a88.webp
Guardanapo Grand Hotel Scott,3.49,,50 unidades,Descartáveis,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/9a05e159f50cb98860f29209f7834e0d922a1a88.webp
Pano Multiuso Duramax Scott,8.49,,5 unidades,Limpeza,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/9a05e159f50cb98860f29209f7834e0d922a1a88.webp
Papel Higiênico Folha Simples Neutro Floral,12.9,,16 rolos,Higiene,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/9a05e159f50cb98860f29209f7834e0d922a1a88.webp
Papel Higiênico Folha Dupla Le Blanc,7.49,,4 rolos,Higiene,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/9a05e159f50cb98860f29209f7834e0d922a1a88.webp
Toalha de Papel Scala,3.79,,2 rolos,Descartáveis,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/9a05e159f50cb98860f29209f7834e0d922a1a88.webp
Café Extra Forte 3 Corações,10.49,,250g,Alimentos,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/9a05e159f50cb98860f29209f7834e0d922a1a88.webp
Café Solúvel Extra Forte 3 Corações,6.99,,50g,Alimentos,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/9a05e159f50cb98860f29209f7834e0d922a1a88.webp
